index	table_id	annotator_id	premise	hypothesis	label
323	T50	GW3	    Jesse Plemons is a person.  Jesse Plemons was born as Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S..  The occupation of Jesse Plemons is Actor, comedian.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged).    	Jesse Plemons was a British actor.	0
324	T51	GW1	    Jennifer Garner was born as Jennifer Anne Garner    ( 1972-04-17 )  April 17, 1972  (age 46)   Houston, Texas, U.S..  The years active of Jennifer Garner was on 1995 - present.  The spouse(s) of Jennifer Garner are Scott Foley ( m.  2000;  div.  2004), Ben Affleck ( m.  2005;  div.  2018).  The number of children of Jennifer Garner are 3.     	Jennifer Garner has been acting for more than 20 years.	2
325	T51	GW1	    Jennifer Garner was born as Jennifer Anne Garner    ( 1972-04-17 )  April 17, 1972  (age 46)   Houston, Texas, U.S..  The education of Jennifer Garner is George Washington High School.  The occupation of Jennifer Garner are Actress, film producer.  The spouse(s) of Jennifer Garner are Scott Foley ( m.  2000;  div.  2004), Ben Affleck ( m.  2005;  div.  2018).    	Jennifer Garner divorced Ben Affleck because of cheating.	1
326	T51	GW1	    Jennifer Garner was born as Jennifer Anne Garner    ( 1972-04-17 )  April 17, 1972  (age 46)   Houston, Texas, U.S..  The years active of Jennifer Garner was on 1995 - present.  The spouse(s) of Jennifer Garner are Scott Foley ( m.  2000;  div.  2004), Ben Affleck ( m.  2005;  div.  2018).  The number of children of Jennifer Garner are 3.     	Jennifer Garner was born in the Fall of 1972.	0
327	T51	GW0	    Jennifer Garner was born as Jennifer Anne Garner    ( 1972-04-17 )  April 17, 1972  (age 46)   Houston, Texas, U.S..  The years active of Jennifer Garner was on 1995 - present.  The spouse(s) of Jennifer Garner are Scott Foley ( m.  2000;  div.  2004), Ben Affleck ( m.  2005;  div.  2018).  The number of children of Jennifer Garner are 3.     	Jennifer Garner has been married twice.	2
328	T51	GW0	    Jennifer Garner was born as Jennifer Anne Garner    ( 1972-04-17 )  April 17, 1972  (age 46)   Houston, Texas, U.S..  The occupation of Jennifer Garner are Actress, film producer.  The years active of Jennifer Garner was on 1995 - present.  The spouse(s) of Jennifer Garner are Scott Foley ( m.  2000;  div.  2004), Ben Affleck ( m.  2005;  div.  2018).    	Jennifer Garner has acted in more films than she has produced.	1
329	T51	GW0	    Jennifer Garner was born as Jennifer Anne Garner    ( 1972-04-17 )  April 17, 1972  (age 46)   Houston, Texas, U.S..  The education of Jennifer Garner is George Washington High School.  The alma mater of Jennifer Garner is Denison University.  The spouse(s) of Jennifer Garner are Scott Foley ( m.  2000;  div.  2004), Ben Affleck ( m.  2005;  div.  2018).    	Jennifer Garner was born in the northwest area of the U.S.	0
330	T51	GW9	    Jennifer Garner is a person.  The occupation of Jennifer Garner are Actress, film producer.  The years active of Jennifer Garner was on 1995 - present.  The number of children of Jennifer Garner are 3.     	Jennifer Garner kept her given name when she became an actor.	2
331	T51	GW9	    Jennifer Garner was born as Jennifer Anne Garner    ( 1972-04-17 )  April 17, 1972  (age 46)   Houston, Texas, U.S..  The education of Jennifer Garner is George Washington High School.  The spouse(s) of Jennifer Garner are Scott Foley ( m.  2000;  div.  2004), Ben Affleck ( m.  2005;  div.  2018).  The number of children of Jennifer Garner are 3.     	Jennifer Garner had three children with spouse, Ben Affleck.	1
332	T51	GW9	    Jennifer Garner was born as Jennifer Anne Garner    ( 1972-04-17 )  April 17, 1972  (age 46)   Houston, Texas, U.S..  The education of Jennifer Garner is George Washington High School.  The alma mater of Jennifer Garner is Denison University.  The spouse(s) of Jennifer Garner are Scott Foley ( m.  2000;  div.  2004), Ben Affleck ( m.  2005;  div.  2018).    	Jennifer Garner has a PhD in theater from UCLA.	0
333	T2024	GW4	    Hot dog is a food&drink.  The alternative names of Hot dog are Frankfurter, frank, wiener, weenie, tube steak, sausage, banger.  The main ingredients of Hot dog are Sausage made from pork, beef, chicken, turkey or combinations thereof, a bun.  The food energy (per serving) of Hot dog is 210 kcal.     	Usually a hot dog is made of pork, beef, or chicken.	2
334	T2024	GW4	    The alternative names of Hot dog are Frankfurter, frank, wiener, weenie, tube steak, sausage, banger.  The serving temperature of Hot dog is Hot.  The main ingredients of Hot dog are Sausage made from pork, beef, chicken, turkey or combinations thereof, a bun.  The food energy (per serving) of Hot dog is 210 kcal.     	A typical hot dog is served warmed.	1
335	T2024	GW4	    Hot dog is a food&drink.  The main ingredients of Hot dog are Sausage made from pork, beef, chicken, turkey or combinations thereof, a bun.  The variations of Hot dog is Multiple.  The food energy (per serving) of Hot dog is 210 kcal.     	A hot dog usually has fewer than 100 calories.	0
336	T2024	GW1	    Hot dog is a food&drink.  The alternative names of Hot dog are Frankfurter, frank, wiener, weenie, tube steak, sausage, banger.  The main ingredients of Hot dog are Sausage made from pork, beef, chicken, turkey or combinations thereof, a bun.  The food energy (per serving) of Hot dog is 210 kcal.     	Hot dogs are supposed to be cooked before eating.	2
337	T2024	GW1	    Hot dog is a food&drink.  The alternative names of Hot dog are Frankfurter, frank, wiener, weenie, tube steak, sausage, banger.  The main ingredients of Hot dog are Sausage made from pork, beef, chicken, turkey or combinations thereof, a bun.  The food energy (per serving) of Hot dog is 210 kcal.     	Hot dogs were first eaten in Frankfurt.	1
338	T2024	GW1	    The serving temperature of Hot dog is Hot.  The main ingredients of Hot dog are Sausage made from pork, beef, chicken, turkey or combinations thereof, a bun.  The variations of Hot dog is Multiple.  The food energy (per serving) of Hot dog is 210 kcal.     	A hot dog has less than 200 kcal per serving.	0
339	T2024	GW5	    The alternative names of Hot dog are Frankfurter, frank, wiener, weenie, tube steak, sausage, banger.  The main ingredients of Hot dog are Sausage made from pork, beef, chicken, turkey or combinations thereof, a bun.  The variations of Hot dog is Multiple.  The food energy (per serving) of Hot dog is 210 kcal.     	Hot dogs contain more than 200 kcal.	2
340	T2024	GW5	    The alternative names of Hot dog are Frankfurter, frank, wiener, weenie, tube steak, sausage, banger.  The main ingredients of Hot dog are Sausage made from pork, beef, chicken, turkey or combinations thereof, a bun.  The variations of Hot dog is Multiple.  The food energy (per serving) of Hot dog is 210 kcal.     	Hot dogs can be made from imitation turkey.	1
341	T2024	GW5	    The alternative names of Hot dog are Frankfurter, frank, wiener, weenie, tube steak, sausage, banger.  The main ingredients of Hot dog are Sausage made from pork, beef, chicken, turkey or combinations thereof, a bun.  The variations of Hot dog is Multiple.  The food energy (per serving) of Hot dog is 210 kcal.     	Hot dogs contain less than 200 kcal.	0
342	T54	GW1	    The ethnic groups (1995) of Burkina Faso are 47.9% Mossi, 10.3% Fula, 6.9% Lobi, 6.9% Bobo, 6.7% Mande, 5.3% Senufo, 5.0% Gurunsi, 4.8% Gurma, 3.1% Tuareg.  The recognised national languages of Burkina Faso are Moore, Fula , Dioula.  The demonym(s) of Burkina Faso are BurkinabeBurkinabeBurkinabe.  The president  of Burkina Faso is Roch Marc Christian Kabore.    	A minority of Burkina Faso's population identify as Tuareg.	2
343	T54	GW1	    The prime minister  of Burkina Faso is Paul Kaba Thieba.  The ethnic groups (1995) of Burkina Faso are 47.9% Mossi, 10.3% Fula, 6.9% Lobi, 6.9% Bobo, 6.7% Mande, 5.3% Senufo, 5.0% Gurunsi, 4.8% Gurma, 3.1% Tuareg.  The recognised national languages of Burkina Faso are Moore, Fula , Dioula.  The president  of Burkina Faso is Roch Marc Christian Kabore.    	Roch Marc Christian Kabor? will replace Paul Kaba Thieba one day as Burkina Faso's prime minister.	1
344	T54	GW1	    The capital and largest city of Burkina Faso is Ouagadougou 12°20′N 1°40′W / 12.333°N 1.667°W.  The official languages of Burkina Faso is French.  The recognised national languages of Burkina Faso are Moore, Fula , Dioula.  The government of Burkina Faso is Unitary semi-presidential republic.    	Burkina Faso has more than one official language.	0
345	T54	GW14	    The ethnic groups (1995) of Burkina Faso are 47.9% Mossi, 10.3% Fula, 6.9% Lobi, 6.9% Bobo, 6.7% Mande, 5.3% Senufo, 5.0% Gurunsi, 4.8% Gurma, 3.1% Tuareg.  The official languages of Burkina Faso is French.  The recognised national languages of Burkina Faso are Moore, Fula , Dioula.  The president  of Burkina Faso is Roch Marc Christian Kabore.    	The majority of the Mossi speak French.	1
346	T54	GW14	    The capital and largest city of Burkina Faso is Ouagadougou 12°20′N 1°40′W / 12.333°N 1.667°W.  The ethnic groups (1995) of Burkina Faso are 47.9% Mossi, 10.3% Fula, 6.9% Lobi, 6.9% Bobo, 6.7% Mande, 5.3% Senufo, 5.0% Gurunsi, 4.8% Gurma, 3.1% Tuareg.  The recognised national languages of Burkina Faso are Moore, Fula , Dioula.  The president  of Burkina Faso is Roch Marc Christian Kabore.    	There are fewer Senufo people than Tuareg.	0
347	T54	GW4	    The ethnic groups (1995) of Burkina Faso are 47.9% Mossi, 10.3% Fula, 6.9% Lobi, 6.9% Bobo, 6.7% Mande, 5.3% Senufo, 5.0% Gurunsi, 4.8% Gurma, 3.1% Tuareg.  The official languages of Burkina Faso is French.  The recognised national languages of Burkina Faso are Moore, Fula , Dioula.  The president  of Burkina Faso is Roch Marc Christian Kabore.    	Most people in Burkina Faso speak French.	2
348	T54	GW4	    The capital and largest city of Burkina Faso is Ouagadougou 12°20′N 1°40′W / 12.333°N 1.667°W.  The ethnic groups (1995) of Burkina Faso are 47.9% Mossi, 10.3% Fula, 6.9% Lobi, 6.9% Bobo, 6.7% Mande, 5.3% Senufo, 5.0% Gurunsi, 4.8% Gurma, 3.1% Tuareg.  The official languages of Burkina Faso is French.  The recognised national languages of Burkina Faso are Moore, Fula , Dioula.    	The Mossi ethnic group has the most power in Burkina Faso.	1
349	T54	GW4	    The legislature of Burkina Faso is National Assembly.   The recognised national languages of Burkina Faso are Moore, Fula , Dioula.  The government of Burkina Faso is Unitary semi-presidential republic.  The capital and largest city of Burkina Faso is Ouagadougou 12°20′N 1°40′W / 12.333°N 1.667°W.    	Burkina Faso is controlled by a monarchy.	0
350	T1867	GW4	    Invincible is a album.  Invincible was released on October 30, 2001 .  Invincible was recorded on October 1997 - September 2001.  The studio of Invincible are The Hit Factory (New York City, New York), Criteria Studios (Miami, Florida), Marvin's Room (Los Angeles, California), Darkchild Studios (Los Angeles, California), Record Plant (Los Angeles, California), Future Recording Studio (Norfolk, Virginia), Sony Studios (New York City, New York), Record One (Los Angeles, California), A Touch of Jazz Studios (Philadelphia, Pennsylvania), Brandon's Way Recording (Los Angeles, California), Capitol Studios (Hollywood, California).    	The album Invincible was released in the fall of 2001.	2
351	T1867	GW4	    Invincible is a album.  Invincible was released on October 30, 2001 .  Invincible was recorded on October 1997 - September 2001.  The studio of Invincible are The Hit Factory (New York City, New York), Criteria Studios (Miami, Florida), Marvin's Room (Los Angeles, California), Darkchild Studios (Los Angeles, California), Record Plant (Los Angeles, California), Future Recording Studio (Norfolk, Virginia), Sony Studios (New York City, New York), Record One (Los Angeles, California), A Touch of Jazz Studios (Philadelphia, Pennsylvania), Brandon's Way Recording (Los Angeles, California), Capitol Studios (Hollywood, California).    	The album Invincible took nearly 4 years to record.	1
352	T1867	GW4	    Invincible is a album.  Invincible was released on October 30, 2001 .  The studio of Invincible are The Hit Factory (New York City, New York), Criteria Studios (Miami, Florida), Marvin's Room (Los Angeles, California), Darkchild Studios (Los Angeles, California), Record Plant (Los Angeles, California), Future Recording Studio (Norfolk, Virginia), Sony Studios (New York City, New York), Record One (Los Angeles, California), A Touch of Jazz Studios (Philadelphia, Pennsylvania), Brandon's Way Recording (Los Angeles, California), Capitol Studios (Hollywood, California).  The length of Invincible is 77:05.    	The album Invincible was less than an hour in length.	0
353	T1867	GW0	    Invincible is a album.  Invincible was recorded on October 1997 - September 2001.  The studio of Invincible are The Hit Factory (New York City, New York), Criteria Studios (Miami, Florida), Marvin's Room (Los Angeles, California), Darkchild Studios (Los Angeles, California), Record Plant (Los Angeles, California), Future Recording Studio (Norfolk, Virginia), Sony Studios (New York City, New York), Record One (Los Angeles, California), A Touch of Jazz Studios (Philadelphia, Pennsylvania), Brandon's Way Recording (Los Angeles, California), Capitol Studios (Hollywood, California).  The producer of Invincible are Michael Jackson, Rodney Jerkins, Teddy Riley, Dr. Freeze, Andreao "Fanatic" Heard, Nate Smith, Andre Harris, Kenneth" Babyface" Edmonds, Richard Stites, R. Kelly.     	Invincible was recorded at more than one record studio.	2
354	T1867	GW0	    Invincible was released on October 30, 2001 .  Invincible was recorded on October 1997 - September 2001.  The studio of Invincible are The Hit Factory (New York City, New York), Criteria Studios (Miami, Florida), Marvin's Room (Los Angeles, California), Darkchild Studios (Los Angeles, California), Record Plant (Los Angeles, California), Future Recording Studio (Norfolk, Virginia), Sony Studios (New York City, New York), Record One (Los Angeles, California), A Touch of Jazz Studios (Philadelphia, Pennsylvania), Brandon's Way Recording (Los Angeles, California), Capitol Studios (Hollywood, California).  The producer of Invincible are Michael Jackson, Rodney Jerkins, Teddy Riley, Dr. Freeze, Andreao "Fanatic" Heard, Nate Smith, Andre Harris, Kenneth" Babyface" Edmonds, Richard Stites, R. Kelly.     	Most of Invincible was recorded in 2000.	1
